Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2033,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,19.8,18.43,25.69
2034,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,18.54,17.11,24.86
2035,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,17.46,16.05,24.2
2036,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,16.57,15.14,23.69
2037,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,15.79,14.68,23.31
2038,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,15.42,14.33,22.97
2039,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,15.1,13.99,22.61
2040,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,14.75,13.61,22.19
2041,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,14.35,13.14,21.74
2042,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,13.94,12.62,21.26
2043,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,13.5,12.1,20.79
2044,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,13.09,11.63,20.36
2045,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,12.73,11.23,19.97
2046,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,12.4,10.89,19.39
2047,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,12.1,10.54,19.1
2048,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,11.78,10.17,18.77
2049,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,11.42,9.75797,18.23
2050,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,10.91,9.26251,17.57
2051,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,10.4,8.70821,16.95
2052,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,9.89837,8.10353,16.35
2053,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,9.31786,7.49678,15.75
2054,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,8.64092,6.93228,15.05
2055,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,7.9336,6.42698,14.22
2056,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,7.27079,5.97683,13.37
2057,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,6.68885,5.57621,12.59
2058,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,6.18228,5.21299,11.91
2059,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,5.74324,4.88433,11.31
2060,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,5.35816,4.59041,10.78
2061,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,5.01545,4.32128,10.31
2062,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,4.70639,4.07347,9.86709
2063,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,4.42234,3.84163,9.46109
2064,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,4.15689,3.6213,9.07925
2065,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,3.90596,3.4176,8.72022
2066,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,3.66896,3.21864,8.38244
2067,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,3.44608,3.0297,8.06984
2068,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,3.23643,2.85317,7.77754
2069,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,3.03624,2.68287,7.46761
2070,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,2.84548,2.51748,7.17262
2071,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,2.66414,2.36091,6.89381
2072,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,2.48979,2.21348,6.63157
2073,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,2.32618,2.07381,6.38662
2074,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,2.17195,1.94389,6.15895
2075,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,2.02927,1.8098,5.9463
2076,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.88716,1.68136,5.74513
2077,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.74487,1.57198,5.55195
2078,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.62305,1.46986,5.36198
2079,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.50773,1.37307,5.17384
2080,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.40187,1.28088,4.98895
2081,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.30134,1.19392,4.80501
2082,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.20738,1.11274,4.61991
2083,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.1203,1.03659,4.43258
2084,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,1.03859,0.96463,4.24472
2085,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.96378,0.89803,4.05944
2086,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.8951,0.83582,3.87887
2087,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.83058,0.77678,3.70518
2088,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.77145,0.72224,3.5384
2089,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.71766,0.67255,3.37851
2090,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.66812,0.62881,3.22286
2091,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.62438,0.58689,3.07209
2092,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.58317,0.54865,2.93067
2093,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.54531,0.51405,2.79614
2094,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.51108,0.48208,2.66589
2095,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.48005,0.4517,2.54348
2096,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.45123,0.42378,2.42789
2097,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.42453,0.39801,2.31962
2098,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.40002,0.37386,2.21742
2099,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.37724,0.35127,2.12056
2100,POVCOUNTF,Female poverty headcount (number of people) ,HDI High,0.35594,0.33043,2.02884
2019,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2775,2775,2775
2020,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2801,2801,2801
2021,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2823,2823,2823
2022,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2844,2844,2844
2023,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2863,2863,2863
2024,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2879,2883,2879
2025,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2898,2906,2894
2026,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2920,2929,2909
2027,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2942,2953,2923
2028,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2965,2977,2937
2029,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2989,3001,2950
2030,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3012,3024,2963
2031,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3035,3046,2974
2032,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3056,3066,2985
2033,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3075,3083,2995
2034,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3091,3098,3004
2035,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3106,3111,3012
2036,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3118,3121,3020
2037,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3127,3130,3026
2038,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3135,3137,3032
2039,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3141,3142,3037
2040,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3146,3146,3042
2041,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3149,3148,3046
2042,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3151,3150,3049
2043,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3152,3150,3051
2044,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3151,3150,3053
2045,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3150,3149,3053
2046,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3148,3147,3053
2047,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3145,3144,3052
2048,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3141,3140,3050
2049,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3137,3136,3047
2050,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3131,3130,3043
2051,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3125,3124,3038
2052,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3118,3117,3032
2053,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3110,3109,3025
2054,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3102,3101,3018
2055,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3093,3092,3009
2056,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3083,3083,3001
2057,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3073,3072,2991
2058,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3063,3062,2982
2059,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3052,3051,2972
2060,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3040,3039,2961
2061,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3029,3028,2950
2062,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3016,3015,2939
2063,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,3004,3003,2928
2064,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2991,2990,2917
2065,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2979,2977,2905
2066,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2965,2964,2893
2067,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2952,2950,2880
2068,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2938,2937,2868
2069,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2924,2923,2855
2070,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2910,2909,2842
2071,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2896,2895,2829
2072,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2882,2880,2816
2073,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2868,2866,2802
2074,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2853,2851,2789
2075,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2838,2836,2775
2076,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2824,2822,2761
2077,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2809,2807,2747
2078,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2794,2791,2732
2079,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2778,2776,2718
2080,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2763,2761,2703
2081,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2747,2745,2688
2082,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2732,2729,2673
2083,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2716,2713,2658
2084,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2700,2697,2643
2085,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2684,2681,2627
2086,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2668,2665,2612
2087,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2652,2649,2597
2088,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2636,2633,2581
2089,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2619,2616,2566
2090,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2603,2600,2551
2091,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2587,2584,2535
2092,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2571,2568,2520
2093,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2555,2551,2505
2094,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2539,2535,2490
2095,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2523,2519,2474
2096,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2507,2503,2459
2097,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2490,2487,2444
2098,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2474,2470,2429
2099,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2458,2454,2414
2100,SanitAccessImpNumb,Improved sanitation access (number of people),HDI High,2442,2438,2399
2019,Sanitation%Improved,Improved sanitation access (percent),HDI High,93.95,93.95,93.95
2020,Sanitation%Improved,Improved sanitation access (percent),HDI High,94.24,94.24,94.24
2021,Sanitation%Improved,Improved sanitation access (percent),HDI High,94.43,94.43,94.43
2022,Sanitation%Improved,Improved sanitation access (percent),HDI High,94.63,94.63,94.63
2023,Sanitation%Improved,Improved sanitation access (percent),HDI High,94.82,94.82,94.82
2024,Sanitation%Improved,Improved sanitation access (percent),HDI High,94.92,95.07,94.92
2025,Sanitation%Improved,Improved sanitation access (percent),HDI High,95.17,95.41,95.02
2026,Sanitation%Improved,Improved sanitation access (percent),HDI High,95.5,95.78,95.14
2027,Sanitation%Improved,Improved sanitation access (percent),HDI High,95.85,96.21,95.25
2028,Sanitation%Improved,Improved sanitation access (percent),HDI High,96.27,96.66,95.37
2029,Sanitation%Improved,Improved sanitation access (percent),HDI High,96.72,97.14,95.47
2030,Sanitation%Improved,Improved sanitation access (percent),HDI High,97.19,97.6,95.58
2031,Sanitation%Improved,Improved sanitation access (percent),HDI High,97.65,98.04,95.68
2032,Sanitation%Improved,Improved sanitation access (percent),HDI High,98.09,98.44,95.79
2033,Sanitation%Improved,Improved sanitation access (percent),HDI High,98.48,98.79,95.89
2034,Sanitation%Improved,Improved sanitation access (percent),HDI High,98.82,99.08,95.98
2035,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.11,99.32,96.07
2036,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.34,99.5,96.15
2037,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.52,99.64,96.22
2038,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.65,99.75,96.29
2039,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.76,99.83,96.36
2040,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.83,99.88,96.42
2041,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.89,99.92,96.49
2042,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.92,99.95,96.56
2043,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.95,99.97,96.63
2044,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.97,99.98,96.69
2045,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.98,99.99,96.75
2046,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.99,99.99,96.81
2047,Sanitation%Improved,Improved sanitation access (percent),HDI High,99.99,100,96.87
2048,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,96.92
2049,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,96.97
2050,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.01
2051,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.06
2052,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.1
2053,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.14
2054,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.18
2055,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.22
2056,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.26
2057,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.29
2058,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.33
2059,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.37
2060,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.4
2061,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.44
2062,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.47
2063,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.51
2064,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.54
2065,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.58
2066,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.61
2067,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.64
2068,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.67
2069,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.7
2070,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.73
2071,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.76
2072,Sanitation%Improved,Improved sanitation access (percent),HDI High,100,100,97.78
