Year,Indicator,JET8,JETSDG,NDC cond.,NDC uncon.,Base,
2069,SFINTLWARALL,0.019,0.019,0.018,0.018,0.019,
2070,SFINTLWARALL,0.019,0.019,0.019,0.019,0.019,
2071,SFINTLWARALL,0.02,0.019,0.019,0.019,0.02,
2072,SFINTLWARALL,0.02,0.019,0.019,0.019,0.02,
2073,SFINTLWARALL,0.02,0.02,0.019,0.019,0.02,
2074,SFINTLWARALL,0.02,0.02,0.019,0.019,0.02,
2075,SFINTLWARALL,0.02,0.02,0.019,0.019,0.02,
2076,SFINTLWARALL,0.021,0.02,0.02,0.02,0.02,
2077,SFINTLWARALL,0.021,0.02,0.02,0.02,0.02,
2078,SFINTLWARALL,0.021,0.02,0.02,0.02,0.021,
2079,SFINTLWARALL,0.021,0.02,0.02,0.02,0.021,
2080,SFINTLWARALL,0.021,0.02,0.02,0.02,0.021,
2081,SFINTLWARALL,0.021,0.02,0.02,0.02,0.021,
2082,SFINTLWARALL,0.021,0.02,0.019,0.02,0.021,
2083,SFINTLWARALL,0.021,0.02,0.019,0.019,0.021,
2084,SFINTLWARALL,0.021,0.019,0.019,0.019,0.021,
2085,SFINTLWARALL,0.021,0.019,0.019,0.019,0.021,
2086,SFINTLWARALL,0.021,0.019,0.019,0.019,0.02,
2087,SFINTLWARALL,0.02,0.019,0.019,0.019,0.02,
2088,SFINTLWARALL,0.02,0.019,0.019,0.019,0.02,
2089,SFINTLWARALL,0.02,0.019,0.019,0.019,0.02,
2090,SFINTLWARALL,0.02,0.019,0.019,0.019,0.02,
2091,SFINTLWARALL,0.02,0.019,0.019,0.019,0.02,
2092,SFINTLWARALL,0.02,0.018,0.018,0.018,0.02,
2093,SFINTLWARALL,0.02,0.018,0.018,0.018,0.02,
2094,SFINTLWARALL,0.02,0.018,0.018,0.018,0.02,
2095,SFINTLWARALL,0.02,0.018,0.018,0.018,0.02,
2096,SFINTLWARALL,0.019,0.018,0.018,0.018,0.02,
2097,SFINTLWARALL,0.019,0.017,0.018,0.018,0.02,
2098,SFINTLWARALL,0.019,0.017,0.017,0.018,0.019,
2099,SFINTLWARALL,0.019,0.017,0.017,0.017,0.019,
2100,SFINTLWARALL,0.019,0.017,0.017,0.017,0.019
